id_dep,libDep,id_circo,libCirco,Inscrits,Votants,% Votants,Abstentions,% Abstentions,Exprimés,% Exprimés/inscrits,% Exprimés/votants,Blancs,% Blancs/inscrits,% Blancs/votants,Nuls,% Nuls/inscrits,% Nuls/votants,indicateur,valeur
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Nuance candidat 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Nuance candidat 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Nuance candidat 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Nuance candidat 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Nuance candidat 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Nom candidat 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Nom candidat 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Nom candidat 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Nom candidat 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Nom candidat 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Nom candidat 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Nom candidat 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Nom candidat 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Nom candidat 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Nom candidat 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Prénom candidat 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Prénom candidat 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Prénom candidat 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Prénom candidat 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Prénom candidat 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Prénom candidat 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Prénom candidat 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Prénom candidat 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Prénom candidat 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Prénom candidat 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Sexe candidat 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Sexe candidat 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Sexe candidat 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Sexe candidat 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Sexe candidat 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Sexe candidat 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Sexe candidat 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Sexe candidat 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Sexe candidat 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Sexe candidat 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Voix 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Voix 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Voix 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Voix 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Voix 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Voix 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Voix 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Voix 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Voix 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Voix 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",% Voix/inscrits 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",% Voix/inscrits 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",% Voix/inscrits 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",% Voix/inscrits 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",% Voix/inscrits 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",% Voix/inscrits 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",% Voix/inscrits 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",% Voix/inscrits 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",% Voix/inscrits 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",% Voix/inscrits 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",% Voix/exprimés 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",% Voix/exprimés 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",% Voix/exprimés 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",% Voix/exprimés 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",% Voix/exprimés 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",% Voix/exprimés 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",% Voix/exprimés 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",% Voix/exprimés 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",% Voix/exprimés 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",% Voix/exprimés 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Elu 11,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Elu 11,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Elu 11,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Elu 11,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Elu 11,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Elu 11,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Elu 11,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Elu 11,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Elu 11,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Elu 11,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Numéro de panneau 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Numéro de panneau 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Numéro de panneau 12,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Numéro de panneau 12,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Numéro de panneau 12,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Numéro de panneau 12,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Numéro de panneau 12,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Numéro de panneau 12,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Numéro de panneau 12,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Numéro de panneau 12,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Nuance candidat 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Nuance candidat 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Nuance candidat 12,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Nuance candidat 12,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Nuance candidat 12,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Nuance candidat 12,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Nuance candidat 12,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Nuance candidat 12,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Nuance candidat 12,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Nuance candidat 12,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Nom candidat 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Nom candidat 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Nom candidat 12,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Nom candidat 12,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Nom candidat 12,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Nom candidat 12,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Nom candidat 12,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Nom candidat 12,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Nom candidat 12,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Nom candidat 12,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Prénom candidat 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Prénom candidat 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Prénom candidat 12,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Prénom candidat 12,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Prénom candidat 12,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Prénom candidat 12,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Prénom candidat 12,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Prénom candidat 12,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Prénom candidat 12,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Prénom candidat 12,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Sexe candidat 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Sexe candidat 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Sexe candidat 12,
76,Seine-Maritime,76004,4ème circonscription,86287,54657,"63,34%",31630,"36,66%",53091,"61,53%","97,13%",1146,"1,33%","2,10%",420,"0,49%","0,77%",Sexe candidat 12,
76,Seine-Maritime,76005,5ème circonscription,94874,65312,"68,84%",29562,"31,16%",63789,"67,24%","97,67%",1156,"1,22%","1,77%",367,"0,39%","0,56%",Sexe candidat 12,
76,Seine-Maritime,76006,6ème circonscription,109261,73720,"67,47%",35541,"32,53%",71784,"65,70%","97,37%",1436,"1,31%","1,95%",500,"0,46%","0,68%",Sexe candidat 12,
76,Seine-Maritime,76007,7ème circonscription,85533,58189,"68,03%",27344,"31,97%",56651,"66,23%","97,36%",1419,"1,66%","2,44%",119,"0,14%","0,20%",Sexe candidat 12,
76,Seine-Maritime,76008,8ème circonscription,64476,38845,"60,25%",25631,"39,75%",37849,"58,70%","97,44%",955,"1,48%","2,46%",41,"0,06%","0,11%",Sexe candidat 12,
76,Seine-Maritime,76009,9ème circonscription,95433,65959,"69,12%",29474,"30,88%",63998,"67,06%","97,03%",1553,"1,63%","2,35%",408,"0,43%","0,62%",Sexe candidat 12,
76,Seine-Maritime,76010,10ème circonscription,110885,78319,"70,63%",32566,"29,37%",76018,"68,56%","97,06%",1694,"1,53%","2,16%",607,"0,55%","0,78%",Sexe candidat 12,
76,Seine-Maritime,76001,1ère circonscription,66601,45888,"68,90%",20713,"31,10%",45095,"67,71%","98,27%",585,"0,88%","1,27%",208,"0,31%","0,45%",Voix 12,
76,Seine-Maritime,76002,2ème circonscription,95776,70151,"73,24%",25625,"26,76%",68499,"71,52%","97,65%",1266,"1,32%","1,80%",386,"0,40%","0,55%",Voix 12,
76,Seine-Maritime,76003,3ème circonscription,70623,44253,"62,66%",26370,"37,34%",43173,"61,13%","97,56%",781,"1,11%","1,76%",299,"0,42%","0,68%",Voix 12,
